uid,prediction
u004730,"i000481,i001046,i001952,i001069,i000909,i001663,i000661,i000521,i001445,i001478"
u004736,"i001922,i000481,i001069,i000909,i000109,i001296,i000521,i001235,i001952,i000720"
u004740,"i000909,i000554,i001143,i000481,i000207,i000109,i000695,i000342,i000521,i001945"
u004742,"i001922,i001143,i001069,i000481,i001952,i000909,i000207,i000646,i000619,i000570"
u004745,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u004750,"i000481,i001952,i000207,i000521,i000909,i001069,i001663,i000661,i000342,i001922"
u004752,"i000695,i000058,i001584,i001688,i001049,i001240,i001922,i001462,i000324,i000481"
u004754,"i001069,i001952,i000481,i000909,i000661,i000521,i000528,i001535,i001801,i001240"
u004759,"i001445,i000481,i001952,i001478,i001069,i000909,i001455,i000661,i001673,i001949"
u004765,"i001515,i000282,i001151,i001922,i000481,i001069,i001952,i000324,i000360,i001682"
u004767,"i001240,i000931,i001922,i001877,i000695,i001949,i000554,i001049,i001191,i001584"
u004770,"i001069,i000481,i000909,i000446,i001952,i000521,i000947,i000661,i000342,i001038"
u004787,"i000207,i000554,i001143,i000481,i001069,i000909,i000619,i001046,i000646,i000109"
u004789,"i001952,i001922,i000207,i000521,i000619,i000481,i001069,i000909,i000554,i001046"
u004796,"i000619,i001069,i000481,i001143,i001240,i000554,i000342,i000661,i000947,i000570"
u004799,"i000661,i000481,i001069,i001952,i001663,i000909,i001455,i000521,i001038,i000554"
u004800,"i001952,i000554,i001069,i001884,i000909,i000619,i001710,i001240,i000695,i001319"
u004801,"i000481,i001952,i000909,i001069,i000695,i000554,i001478,i000521,i001949,i000618"
u004803,"i000324,i000481,i000555,i000909,i000110,i001069,i000898,i001952,i000661,i000646"
u004805,"i001922,i001952,i000481,i000695,i001143,i000058,i000554,i000909,i000661,i001240"
u004812,"i000481,i000909,i001069,i001952,i001038,i001663,i000661,i000521,i000207,i000646"
u004819,"i001191,i001801,i001240,i001069,i001673,i000554,i001949,i000909,i000521,i001952"
u004829,"i000481,i000909,i000521,i001069,i000342,i001952,i000619,i000947,i000207,i000661"
u004832,"i000253,i000342,i000646,i000481,i001069,i000661,i001952,i000909,i000521,i001663"
u004839,"i000481,i000521,i000619,i000909,i001069,i000342,i000661,i001952,i000947,i001663"
u004845,"i000481,i001952,i001069,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u004846,"i000481,i001069,i001952,i000909,i000661,i000521,i001219,i001038,i001046,i000947"
u004850,"i001952,i000481,i001069,i000646,i000661,i000909,i001455,i001663,i000521,i001046"
u004853,"i000646,i001952,i000481,i001663,i001069,i000909,i000661,i000521,i001038,i001445"
u004854,"i000521,i000481,i001069,i001952,i000909,i000661,i001038,i001046,i000947,i001949"
u004857,"i001922,i000521,i001069,i000481,i001952,i000909,i000947,i000554,i001478,i000661"
u004858,"i000661,i000481,i001952,i000909,i000521,i000554,i000342,i000253,i001069,i000619"
u004860,"i001922,i000481,i001069,i001952,i000909,i000521,i002132,i000342,i001038,i000360"
u004864,"i000909,i001922,i000619,i001952,i001069,i000481,i001445,i001143,i001455,i001191"
u004865,"i001143,i000481,i001952,i001069,i000207,i000909,i001884,i000947,i000485,i001922"
u004871,"i000207,i001952,i001069,i000909,i000481,i000521,i001922,i001143,i001663,i001649"
u004883,"i000909,i001952,i000481,i001069,i000521,i000342,i000661,i001663,i000324,i001445"
u004891,"i000554,i001069,i000481,i001922,i001952,i001151,i000909,i001515,i000446,i000372"
u004895,"i000554,i001922,i001069,i001663,i001455,i001191,i000931,i000661,i001240,i001673"
u004899,"i000619,i000481,i001455,i000554,i001952,i001240,i001069,i000485,i001478,i000646"
u004902,"i001922,i000207,i000481,i001069,i001952,i001455,i001673,i001143,i000554,i001267"
u004903,"i000661,i001069,i000301,i000481,i001296,i001508,i001753,i002080,i000251,i000489"
u004923,"i001922,i000554,i001143,i000619,i001069,i000481,i000909,i001952,i001663,i001914"
u004926,"i001922,i001069,i000481,i000909,i001038,i001952,i000554,i001663,i001688,i000207"
u004927,"i001952,i000481,i000909,i001069,i000207,i000521,i000554,i001816,i000485,i000258"
u004939,"i001069,i000481,i000521,i000909,i001952,i000947,i001663,i000661,i000554,i000342"
u004940,"i000909,i000481,i001069,i000207,i001952,i001922,i000521,i001663,i000342,i000661"
u004949,"i001069,i000909,i000481,i001952,i001319,i000661,i001663,i000342,i001922,i000521"
u004958,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u004962,"i001922,i000481,i001069,i001952,i000207,i001663,i001884,i000961,i001038,i001753"
u004963,"i002056,i001069,i001801,i001922,i001151,i001952,i000554,i001682,i001673,i000947"
u004968,"i000481,i000521,i000619,i000909,i001069,i000342,i000661,i001952,i000248,i000947"
u004971,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u004976,"i001922,i000481,i001952,i001331,i001663,i000898,i000909,i000277,i001069,i000521"
u004979,"i001922,i001069,i000481,i001143,i000909,i001049,i000931,i001673,i000554,i000342"
u004982,"i001663,i000481,i001069,i001952,i000646,i000521,i001478,i000909,i000207,i000661"
u004983,"i000207,i000619,i000481,i001069,i000342,i001952,i001455,i000909,i000442,i001331"
u004985,"i001922,i000481,i001069,i000909,i002063,i000324,i000207,i001150,i001046,i001976"
u004988,"i001922,i000554,i001952,i000481,i000909,i001069,i000661,i001914,i000207,i000947"
u004989,"i000909,i000109,i000481,i001455,i001069,i001952,i001922,i000521,i001663,i001267"
u004991,"i001922,i000207,i000481,i000909,i001952,i001069,i000646,i001038,i000324,i000661"
u004999,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001713"
u005002,"i000521,i000481,i000342,i000909,i001952,i001069,i000661,i001663,i000646,i000947"
u005018,"i000909,i000481,i001069,i001038,i000521,i001952,i000342,i000661,i001663,i000324"
u005021,"i001069,i000481,i000909,i000207,i001952,i001811,i001455,i000661,i000521,i001663"
u005028,"i001922,i001069,i000481,i000909,i001267,i000109,i000207,i001445,i000955,i001125"
u005029,"i000481,i000909,i000570,i001069,i001663,i001682,i001952,i000646,i001478,i001914"
u005038,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u005039,"i001455,i000554,i001673,i001710,i001445,i001069,i001952,i000481,i000909,i000805"
u005041,"i000554,i001143,i000481,i001069,i001455,i001952,i000909,i001949,i000661,i000521"
u005052,"i001713,i001069,i000909,i000931,i000481,i001952,i000661,i001663,i000563,i001908"
u005059,"i001143,i001069,i001952,i001455,i000661,i001445,i001922,i000481,i001914,i001710"
u005063,"i000481,i000646,i000167,i001240,i001663,i000909,i000324,i000554,i001445,i000446"
u005065,"i000481,i000661,i001952,i000909,i000554,i001069,i001038,i001673,i000619,i001663"
u005067,"i000481,i000909,i001069,i001663,i001952,i000661,i000695,i001922,i000521,i000646"
u005072,"i000525,i001069,i000909,i001753,i000481,i001952,i001508,i001673,i000518,i000521"
u005079,"i001069,i000207,i001922,i000695,i000481,i001240,i001462,i000058,i000521,i001038"
u005082,"i000481,i000521,i000619,i000909,i001069,i000342,i000661,i001952,i000947,i001663"
u005084,"i000324,i000555,i000760,i000909,i000898,i000481,i000521,i001069,i000110,i001952"
u005091,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000652,i000661,i000554"
u005093,"i001143,i000619,i000481,i001663,i001952,i001069,i002035,i001109,i000909,i000646"
u005122,"i000327,i000909,i000110,i000324,i000898,i000481,i001038,i000555,i001952,i000521"
u005128,"i000661,i000481,i001952,i001069,i000909,i001663,i001038,i000521,i000646,i001455"
u005129,"i000554,i001952,i000481,i001069,i001331,i000619,i000521,i001046,i000133,i001801"
u005132,"i001087,i001914,i000481,i001649,i001069,i001673,i001952,i000909,i001663,i000554"
u005135,"i000207,i000521,i000619,i001914,i001069,i001663,i001724,i000909,i001922,i000342"
u005149,"i001922,i000554,i000481,i000909,i001069,i000207,i001663,i001478,i001952,i001143"
u005150,"i000909,i000481,i001069,i001952,i000109,i001922,i000521,i001663,i000342,i000661"
u005157,"i000481,i000342,i000909,i001069,i001663,i001952,i000661,i000695,i001922,i000521"
u005160,"i001922,i000619,i000481,i001069,i000909,i001952,i000646,i001455,i000207,i001445"
u005161,"i001922,i000481,i001038,i001069,i000909,i001952,i000518,i000521,i000207,i000646"
u005162,"i001922,i000207,i001143,i000481,i001069,i001455,i000661,i001673,i002056,i001508"
u005169,"i000481,i002132,i001069,i001952,i000909,i001663,i000158,i001038,i000521,i000661"
u005175,"i000521,i000481,i001069,i001952,i001663,i002146,i001331,i001046,i000485,i000909"
u005180,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u005185,"i000563,i000342,i000481,i000521,i001069,i001663,i002063,i001952,i000909,i000619"
u005186,"i000481,i000909,i001069,i001663,i001952,i000661,i000695,i001922,i000521,i000646"
u005191,"i001922,i000554,i001143,i000481,i001069,i000909,i001952,i000207,i000947,i000446"
u005196,"i001922,i001143,i001949,i000909,i001914,i000485,i001952,i001049,i001688,i000333"
u005202,"i001922,i001143,i000481,i000909,i001069,i001914,i000554,i000661,i001478,i000619"
u005204,"i001922,i000554,i000619,i001069,i000481,i000570,i001952,i000909,i000207,i000485"
u005210,"i001914,i001069,i001952,i000695,i001682,i000151,i000481,i000909,i000554,i001143"
u005211,"i001046,i001914,i000481,i001952,i001069,i000909,i001663,i000661,i000521,i001445"
u005215,"i001069,i001267,i000947,i000481,i001952,i000521,i000909,i001663,i000342,i000661"
u005236,"i000207,i000554,i001143,i000481,i001069,i000909,i000619,i001046,i000646,i000109"
u005237,"i001922,i000554,i000481,i001952,i001046,i000207,i001069,i001663,i000324,i000661"
u005241,"i001922,i000481,i000909,i001952,i000207,i000619,i000324,i000109,i000646,i000485"
u005245,"i000909,i000481,i001922,i001069,i001952,i000521,i001445,i000947,i001046,i000695"
u005254,"i000554,i000481,i001069,i000521,i001952,i000909,i001906,i000342,i000619,i000277"
u005255,"i001478,i000481,i001069,i001038,i000909,i001952,i001663,i000661,i001445,i000521"
u005257,"i000481,i001069,i001663,i000909,i000521,i001143,i000661,i000931,i001949,i001952"
u005265,"i000619,i000481,i000695,i000909,i000760,i001069,i000058,i001143,i001710,i000554"
u005269,"i001922,i000481,i001069,i000909,i001455,i001952,i000521,i001143,i000555,i000661"
u005278,"i001069,i000481,i000909,i000661,i001922,i000521,i001663,i001455,i001240,i000342"
u005284,"i001922,i000207,i000481,i001445,i000554,i001952,i001143,i001049,i001010,i000846"
u005286,"i001949,i000481,i001240,i000554,i001069,i001455,i001952,i000652,i001663,i001191"
u005288,"i000207,i000521,i000481,i001952,i000554,i001046,i001069,i001663,i000619,i001914"
u005289,"i001922,i000481,i001069,i001952,i000909,i000521,i000554,i001219,i000109,i001632"
u005299,"i000207,i000554,i001143,i001069,i000481,i001663,i000909,i000342,i001952,i000521"
u005305,"i001922,i001069,i000481,i000909,i000646,i001952,i001038,i001663,i000521,i001949"
u005310,"i001069,i000947,i000481,i000909,i001952,i001663,i000521,i000661,i000554,i000342"
u005314,"i001922,i000481,i000909,i001069,i000342,i000485,i001710,i000207,i001914,i000554"
u005318,"i000207,i001143,i001952,i001922,i001240,i001069,i000481,i000977,i001335,i001462"
u005351,"i000481,i001663,i001952,i001478,i000554,i001455,i000324,i000661,i000207,i000282"
u005358,"i000207,i000481,i001922,i001455,i000909,i000485,i000661,i001801,i001331,i000619"
u005360,"i001914,i001649,i000909,i001455,i001087,i000481,i001445,i001069,i001673,i001952"
u005361,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u005374,"i001922,i001049,i000554,i000200,i000691,i000481,i001069,i000909,i001952,i000207"
u005389,"i001922,i000207,i000554,i001143,i000619,i001069,i000481,i000909,i001952,i001663"
u005391,"i000521,i001143,i000619,i001922,i000555,i001682,i002009,i001595,i000110,i000324"
u005402,"i001922,i000619,i000481,i001952,i001663,i001069,i001455,i000909,i001002,i000646"
u005403,"i000555,i000909,i000481,i000324,i001952,i000342,i001710,i001069,i001663,i000521"
u005404,"i000521,i000342,i000481,i000909,i001952,i001069,i000661,i001663,i000646,i000947"
u005414,"i000481,i001069,i001663,i000909,i000521,i001143,i000661,i000931,i001949,i001952"
u005428,"i000909,i000481,i001069,i000324,i000521,i001952,i000342,i000661,i001663,i001445"
u005437,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u005438,"i001952,i000554,i000619,i000481,i001240,i001069,i000521,i000109,i001314,i001331"
u005441,"i001922,i001143,i001069,i001952,i000481,i000521,i001455,i000661,i000554,i000805"
u005446,"i000207,i000481,i001143,i001663,i001069,i001478,i001952,i001046,i001445,i002063"
u005448,"i001922,i001069,i000481,i000909,i000842,i000521,i000109,i002063,i001710,i001949"
u005449,"i000481,i000207,i000909,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u005454,"i001922,i000619,i001069,i000481,i001952,i000554,i001143,i001884,i000207,i000947"
u005457,"i001109,i000481,i001069,i001478,i000909,i001952,i000661,i001663,i000646,i000207"
u005458,"i002146,i001478,i000909,i000481,i001663,i001069,i000646,i001952,i001046,i000521"
u005461,"i001922,i000481,i001069,i000909,i001952,i001663,i000207,i001038,i001455,i000619"
u005462,"i001649,i001087,i001914,i001069,i000909,i000481,i001663,i001455,i000661,i000554"
u005465,"i001922,i001143,i000619,i000481,i001069,i001952,i001663,i000909,i000646,i001914"
u005467,"i001069,i000481,i000207,i000521,i001143,i000909,i001952,i001478,i001949,i001663"
u005475,"i000619,i001069,i000481,i000909,i001952,i001682,i001663,i001713,i000931,i000207"
u005491,"i001069,i001952,i000207,i001922,i000909,i000109,i001682,i000324,i000282,i000521"
u005492,"i001922,i000554,i001143,i000619,i000481,i001069,i000909,i001046,i000521,i001688"
u005497,"i000947,i001069,i000481,i001663,i000521,i001952,i000909,i000342,i000646,i001455"
u005501,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u005506,"i001952,i001069,i000481,i000158,i000909,i000646,i001663,i001445,i000442,i001143"
u005507,"i000521,i001069,i000661,i000342,i001143,i000481,i000554,i000909,i001445,i001914"
u005523,"i000481,i000909,i000207,i001069,i001038,i001952,i001663,i000521,i000661,i000342"
u005530,"i001296,i000481,i000521,i001069,i001952,i001663,i001038,i000909,i000661,i000947"
u005536,"i001922,i000554,i000619,i000481,i001069,i000909,i001267,i001274,i000521,i001046"
u005537,"i001922,i000554,i000481,i000909,i001240,i001952,i001455,i001069,i001663,i001710"
u005541,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u005549,"i000481,i000342,i000909,i000521,i000661,i001952,i001663,i001069,i000646,i001478"
u005575,"i000554,i001663,i000481,i001240,i001455,i000909,i001069,i001949,i001922,i001952"
u005577,"i000481,i000554,i000207,i000342,i001046,i000909,i000324,i001952,i000521,i001069"
u005580,"i001445,i000481,i001952,i001069,i000909,i001455,i000661,i001673,i001949,i000554"
u005585,"i001922,i001069,i001952,i000481,i000207,i000909,i000554,i000947,i000528,i001713"
u005587,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u005592,"i000324,i001455,i000481,i001663,i000898,i001267,i001134,i000832,i000110,i000555"
u005614,"i001143,i000619,i000481,i001069,i000909,i001952,i001455,i000554,i001922,i001046"
u005621,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u005626,"i001952,i001455,i000481,i001069,i001753,i001267,i001710,i000909,i001663,i001922"
u005627,"i000947,i001069,i000570,i000481,i001663,i000521,i001952,i000909,i000342,i000646"
u005628,"i000481,i001952,i001049,i001724,i001069,i000619,i000661,i001649,i001478,i000521"
u005642,"i001922,i000207,i001143,i000619,i000481,i001952,i001069,i001267,i001884,i000909"
u005648,"i001922,i000554,i001143,i000619,i000481,i001069,i000207,i001478,i001663,i000661"
u005655,"i000909,i001069,i000481,i001952,i000521,i001143,i001455,i001663,i001038,i000646"
u005661,"i000207,i000554,i001143,i000481,i001952,i001069,i000521,i002132,i001455,i001478"
u005673,"i000720,i001455,i001952,i001069,i000481,i000909,i000999,i000521,i000324,i001143"
u005679,"i000481,i001952,i001069,i000661,i000909,i001663,i001455,i000521,i000207,i001038"
u005681,"i001143,i001069,i000481,i001952,i000446,i001046,i001002,i000619,i001296,i001914"
u005683,"i001922,i001069,i000481,i000909,i001038,i001952,i000554,i001663,i001688,i000207"
u005684,"i000661,i000481,i001455,i001811,i000619,i001069,i000909,i001952,i000521,i001663"
u005687,"i000521,i001069,i000570,i000481,i000947,i000909,i000342,i001267,i001952,i000661"
u005689,"i001922,i000207,i000521,i000619,i000481,i001069,i000342,i000661,i001952,i000695"
u005690,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u005701,"i001922,i000481,i001069,i000909,i000661,i001455,i001952,i001949,i000251,i000485"
u005703,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u005708,"i000481,i000909,i001069,i001952,i001663,i000661,i000521,i000207,i001038,i000646"
u005710,"i000481,i001002,i001952,i000909,i001069,i000661,i001455,i001046,i001038,i001663"
u005712,"i000481,i001069,i001952,i000646,i000909,i001663,i000661,i000521,i000207,i001038"
u005718,"i000619,i001069,i001952,i000521,i000909,i001753,i000661,i000481,i000301,i001927"
u005721,"i000324,i000555,i000909,i000481,i000110,i001069,i001952,i000521,i000898,i000327"
u005726,"i000481,i001069,i001952,i000909,i000342,i001663,i000661,i000521,i000207,i001038"
u005731,"i001240,i001922,i000058,i000695,i000554,i001049,i001191,i001584,i001688,i000909"
u005736,"i001952,i000481,i000661,i001455,i000521,i001069,i000554,i001478,i000248,i000909"
u005738,"i001455,i001673,i001710,i001445,i001069,i001952,i000554,i000481,i000909,i000931"
u005740,"i000207,i000481,i001069,i001952,i001922,i001673,i000931,i000485,i001663,i000646"
